"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Diseases of the digestive system.203","Australia",2014,"Diseases of the digestive system",5488,NA,0,0.000233773786205864,-0.707541217529247,7.6178817623837e-06
"Diseases of the digestive system.204","Australia",2015,"Diseases of the digestive system",5724,NA,0,0.000240342677263746,0.154757681663278,7.6178817623837e-06
"Diseases of the digestive system.205","Australia",2016,"Diseases of the digestive system",5784,NA,0,0.00023909810409341,-0.00861754640629954,7.6178817623837e-06
"Diseases of the digestive system.206","Australia",2017,"Diseases of the digestive system",5956,NA,0,0.000242095516355267,0.384853021312193,7.6178817623837e-06
"Diseases of the digestive system.207","Australia",2018,"Diseases of the digestive system",5962,NA,0,0.000238645257067614,-0.0680628147789201,7.6178817623837e-06
"Diseases of the digestive system.208","Australia",2019,"Diseases of the digestive system",6413,NA,0,0.000252821275306521,1.7928243295853,7.6178817623837e-06
"Diseases of the digestive system.209","Australia",2020,"Diseases of the digestive system",6496,NA,1,0.000252828883146701,1.79382301142601,7.6178817623837e-06
"Diseases of the genitourinary system.243","Australia",2010,"Diseases of the genitourinary system",3400,NA,0,0.000154322738774723,0.366107650101132,1.05389742367212e-05
"Diseases of the genitourinary system.244","Australia",2011,"Diseases of the genitourinary system",3476,NA,0,0.000155595177516372,0.486844138593066,1.05389742367212e-05
"Diseases of the genitourinary system.245","Australia",2012,"Diseases of the genitourinary system",3817,NA,0,0.000167902253352052,1.6546120407859,1.05389742367212e-05
"Diseases of the genitourinary system.246","Australia",2013,"Diseases of the genitourinary system",3108,NA,0,0.000134381817050571,-1.52600454945919,1.05389742367212e-05
"Diseases of the genitourinary system.247","Australia",2014,"Diseases of the genitourinary system",3242,NA,0,0.000138100330699601,-1.17317005480088,1.05389742367212e-05
"Diseases of the genitourinary system.248","Australia",2015,"Diseases of the genitourinary system",3554,NA,0,0.000149227441473682,-0.117364193229439,1.05389742367212e-05
"Diseases of the genitourinary system.249","Australia",2016,"Diseases of the genitourinary system",3475,NA,0,0.000143649016549896,-0.646678033313481,1.05389742367212e-05
"Diseases of the genitourinary system.250","Australia",2017,"Diseases of the genitourinary system",3713,NA,0,0.000150923548056936,0.0435723974820055,1.05389742367212e-05
"Diseases of the genitourinary system.251","Australia",2018,"Diseases of the genitourinary system",3503,NA,0,0.000140217097535702,-0.972318739620246,1.05389742367212e-05
"Diseases of the genitourinary system.252","Australia",2019,"Diseases of the genitourinary system",4035,NA,0,0.000159072796797413,0.816821155609063,1.05389742367212e-05
"Diseases of the genitourinary system.253","Australia",2020,"Diseases of the genitourinary system",4155,NA,1,0.000161715518699899,1.06757818785208,1.05389742367212e-05
"Diseases of the musculoskeletal system a.232","Australia",2010,"Diseases of the musculoskeletal system a",1179,NA,0,5.35136791221759e-05,-0.196971984494561,2.82333227533472e-06
"Diseases of the musculoskeletal system a.233","Australia",2011,"Diseases of the musculoskeletal system a",1172,NA,0,5.24618952960838e-05,-0.569504766158533,2.82333227533472e-06
"Diseases of the musculoskeletal system a.234","Australia",2012,"Diseases of the musculoskeletal system a",1160,NA,0,5.10260974294944e-05,-1.07805201691358,2.82333227533472e-06
"Diseases of the musculoskeletal system a.235","Australia",2013,"Diseases of the musculoskeletal system a",1185,NA,0,5.12363105549956e-05,-1.00359633653274,2.82333227533472e-06
"Diseases of the musculoskeletal system a.236","Australia",2014,"Diseases of the musculoskeletal system a",1237,NA,0,5.26928158776702e-05,-0.487714682999092,2.82333227533472e-06
"Diseases of the musculoskeletal system a.237","Australia",2015,"Diseases of the musculoskeletal system a",1318,NA,0,5.53409588807858e-05,0.450234784107695,2.82333227533472e-06
"Diseases of the musculoskeletal system a.238","Australia",2016,"Diseases of the musculoskeletal system a",1413,NA,0,5.84103770892096e-05,1.53739630428686,2.82333227533472e-06
"Diseases of the musculoskeletal system a.239","Australia",2017,"Diseases of the musculoskeletal system a",1441,NA,0,5.85728070966992e-05,1.59492761539347,2.82333227533472e-06
"Diseases of the musculoskeletal system a.240","Australia",2018,"Diseases of the musculoskeletal system a",1343,NA,0,5.37572258037246e-05,-0.110709845363332,2.82333227533472e-06
"Diseases of the musculoskeletal system a.241","Australia",2019,"Diseases of the musculoskeletal system a",1440,NA,0,5.67694739500062e-05,0.956202530695742,2.82333227533472e-06
"Diseases of the musculoskeletal system a.242","Australia",2020,"Diseases of the musculoskeletal system a",1310,NA,1,5.09861202158527e-05,-1.09221160202192,2.82333227533472e-06
"Diseases of the nervous system.111","Australia",2010,"Diseases of the nervous system",6220,NA,0,0.000282319833876111,-1.6963336268629,3.82386312002603e-05
"Diseases of the nervous system.112","Australia",2011,"Diseases of the nervous system",6762,NA,0,0.000302685440266313,-1.16374117386569,3.82386312002603e-05
"Diseases of the nervous system.113","Australia",2012,"Diseases of the nervous system",6915,NA,0,0.000304177123900822,-1.12473131426332,3.82386312002603e-05
"Diseases of the nervous system.114","Australia",2013,"Diseases of the nervous system",7541,NA,0,0.000326053179658415,-0.552638248404724,3.82386312002603e-05
"Diseases of the nervous system.115","Australia",2014,"Diseases of the nervous system",8152,NA,0,0.000347252898168769,0.00176754084355319,3.82386312002603e-05
"Diseases of the nervous system.116","Australia",2015,"Diseases of the nervous system",8519,NA,0,0.000357700780504867,0.274996001385999,3.82386312002603e-05
"Diseases of the nervous system.117","Australia",2016,"Diseases of the nervous system",8832,NA,0,0.000365095860192427,0.468388898972508,3.82386312002603e-05
"Diseases of the nervous system.118","Australia",2017,"Diseases of the nervous system",9251,NA,0,0.000376028479147512,0.754293980088759,3.82386312002603e-05
"Diseases of the nervous system.119","Australia",2018,"Diseases of the nervous system",9284,NA,0,0.000371617337573923,0.638935730195168,3.82386312002603e-05
"Diseases of the nervous system.120","Australia",2019,"Diseases of the nervous system",10120,NA,0,0.000398963247481988,1.35407403535183,3.82386312002603e-05
"Diseases of the nervous system.121","Australia",2020,"Diseases of the nervous system",9947,NA,1,0.000387144227318387,1.04498817655883,3.82386312002603e-05
"Diseases of the respiratory system.166","Australia",2010,"Diseases of the respiratory system",11961,NA,0,0.000542898317201312,-0.83851569622382,4.75576338777221e-05
"Diseases of the respiratory system.167","Australia",2011,"Diseases of the respiratory system",12518,NA,0,0.000560339594979844,-0.471775882729804,4.75576338777221e-05
"Diseases of the respiratory system.168","Australia",2012,"Diseases of the respiratory system",13260,NA,0,0.000583281079237151,0.0106174238062806,4.75576338777221e-05
"Diseases of the respiratory system.169","Australia",2013,"Diseases of the respiratory system",12475,NA,0,0.00053938647609584,-0.912359595070878,4.75576338777221e-05
"Diseases of the respiratory system.170","Australia",2014,"Diseases of the respiratory system",13795,NA,0,0.000587629260333436,0.102047142691471,4.75576338777221e-05
"Diseases of the respiratory system.171","Australia",2015,"Diseases of the respiratory system",14377,NA,0,0.000603669928550119,0.439336173048329,4.75576338777221e-05
"Diseases of the respiratory system.172","Australia",2016,"Diseases of the respiratory system",14829,NA,0,0.000612998925588032,0.63549809863737,4.75576338777221e-05
"Diseases of the respiratory system.173","Australia",2017,"Diseases of the respiratory system",16262,NA,0,0.000661006931996199,1.64496813517457,4.75576338777221e-05
"Diseases of the respiratory system.174","Australia",2018,"Diseases of the respiratory system",14555,NA,0,0.000582603441230984,-0.00363135080495794,4.75576338777221e-05
"Diseases of the respiratory system.175","Australia",2019,"Diseases of the respiratory system",16275,NA,0,0.000641613325372466,1.23717647182991,4.75576338777221e-05
"Diseases of the respiratory system.176","Australia",2020,"Diseases of the respiratory system",12721,NA,1,0.000495110255928139,-1.84336092035847,4.75576338777221e-05
"Diseases of the skin and subcutaneous ti.221","Australia",2010,"Diseases of the skin and subcutaneous ti",398,NA,0,1.80648382448058e-05,-1.28633616632058,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.222","Australia",2011,"Diseases of the skin and subcutaneous ti",443,NA,0,1.98298802185709e-05,-0.582227367179287,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.223","Australia",2012,"Diseases of the skin and subcutaneous ti",398,NA,0,1.75072299801196e-05,-1.50877670398209,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.224","Australia",2013,"Diseases of the skin and subcutaneous ti",435,NA,0,1.88082658999351e-05,-0.989768741136408,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.225","Australia",2014,"Diseases of the skin and subcutaneous ti",480,NA,0,2.04466868401631e-05,-0.336171479508135,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.226","Australia",2015,"Diseases of the skin and subcutaneous ti",534,NA,0,2.24219059501818e-05,0.451780975032924,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.227","Australia",2016,"Diseases of the skin and subcutaneous ti",534,NA,0,2.20744100252215e-05,0.313158244204385,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.228","Australia",2017,"Diseases of the skin and subcutaneous ti",551,NA,0,2.23966805761841e-05,0.441718093777166,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.229","Australia",2018,"Diseases of the skin and subcutaneous ti",601,NA,0,2.40566587550547e-05,1.10391494773191,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.230","Australia",2019,"Diseases of the skin and subcutaneous ti",627,NA,0,2.47183751157319e-05,1.36788618411824,2.50677448700786e-06
"Diseases of the skin and subcutaneous ti.231","Australia",2020,"Diseases of the skin and subcutaneous ti",613,NA,1,2.38583906048227e-05,1.02482201326189,2.50677448700786e-06
"Endocrine, nutritional and metabolic dis.78","Australia",2010,"Endocrine, nutritional and metabolic dis",5710,NA,0,0.000259171423059902,-1.48421625343483,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.79","Australia",2011,"Endocrine, nutritional and metabolic dis",6080,NA,0,0.000272157272525759,0.0221030613874478,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.80","Australia",2012,"Endocrine, nutritional and metabolic dis",6050,NA,0,0.000266127490903828,-0.677333394052427,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.81","Australia",2013,"Endocrine, nutritional and metabolic dis",6108,NA,0,0.000264093995670813,-0.913212698994623,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.82","Australia",2014,"Endocrine, nutritional and metabolic dis",6219,NA,0,0.000264912386372863,-0.818281849471863,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.83","Australia",2015,"Endocrine, nutritional and metabolic dis",6689,NA,0,0.000280861664608176,1.03178625169429,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.84","Australia",2016,"Endocrine, nutritional and metabolic dis",6770,NA,0,0.00027985722073174,0.91527379590859,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.85","Australia",2017,"Endocrine, nutritional and metabolic dis",6856,NA,0,0.000278678116207474,0.778501232529754,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.86","Australia",2018,"Endocrine, nutritional and metabolic dis",6580,NA,0,0.000263382387035374,-0.99575715132127,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.87","Australia",2019,"Endocrine, nutritional and metabolic dis",7101,NA,0,0.000279944468415968,0.925394263751027,8.62091413027463e-06
"Endocrine, nutritional and metabolic dis.88","Australia",2020,"Endocrine, nutritional and metabolic dis",7257,NA,1,0.000282447537714842,1.21574274200388,8.62091413027463e-06
"External causes of mortality.287","Australia",2010,"External causes of mortality",8981,NA,0,0.000407638975569349,-1.11250599904507,2.11709316226492e-05
"External causes of mortality.288","Australia",2011,"External causes of mortality",9209,NA,0,0.000412219789916072,-0.896133171038656,2.11709316226492e-05
"External causes of mortality.289","Australia",2012,"External causes of mortality",9338,NA,0,0.00041076008430743,-0.965081748014856,2.11709316226492e-05
"External causes of mortality.290","Australia",2013,"External causes of mortality",9171,NA,0,0.00039653013004208,-1.63722761854075,2.11709316226492e-05
"External causes of mortality.291","Australia",2014,"External causes of mortality",10157,NA,0,0.0004326604129907,0.069371013612368,2.11709316226492e-05
"External causes of mortality.292","Australia",2015,"External causes of mortality",10662,NA,0,0.000447682324421046,0.778924645832997,2.11709316226492e-05
"External causes of mortality.293","Australia",2016,"External causes of mortality",10670,NA,0,0.000441074822039537,0.466822065782184,2.11709316226492e-05
"External causes of mortality.294","Australia",2017,"External causes of mortality",10935,NA,0,0.000444478588204306,0.627597520799365,2.11709316226492e-05
"External causes of mortality.295","Australia",2018,"External causes of mortality",11049,NA,0,0.000442266260540099,0.523099159383806,2.11709316226492e-05
"External causes of mortality.296","Australia",2019,"External causes of mortality",11795,NA,0,0.000464997184194669,1.59678472314293,2.11709316226492e-05
"External causes of mortality.297","Australia",2020,"External causes of mortality",11377,NA,1,0.000442800831828821,0.548349408085683,2.11709316226492e-05
"HIV-AIDS.23","Australia",2010,"HIV-AIDS",71,NA,0,3.22262189794274e-06,0.932857354381818,8.5883637053074e-07
"HIV-AIDS.24","Australia",2011,"HIV-AIDS",91,NA,0,4.07340654602699e-06,1.92348220129938,8.5883637053074e-07
"HIV-AIDS.25","Australia",2012,"HIV-AIDS",75,NA,0,3.29910112690696e-06,1.02190717992304,8.5883637053074e-07
"HIV-AIDS.26","Australia",2013,"HIV-AIDS",62,NA,0,2.68071835815167e-06,0.301883214970152,8.5883637053074e-07
"HIV-AIDS.27","Australia",2014,"HIV-AIDS",56,NA,0,2.38544679801902e-06,-0.0419209953128564,8.5883637053074e-07
"HIV-AIDS.28","Australia",2015,"HIV-AIDS",45,NA,0,1.88948645647599e-06,-0.619400429767334,8.5883637053074e-07
"HIV-AIDS.29","Australia",2016,"HIV-AIDS",58,NA,0,2.39759509637237e-06,-0.0277759279051518,8.5883637053074e-07
"HIV-AIDS.30","Australia",2017,"HIV-AIDS",56,NA,0,2.27625065747061e-06,-0.169065285302495,8.5883637053074e-07
"HIV-AIDS.31","Australia",2018,"HIV-AIDS",29,NA,0,1.16080383343858e-06,-1.46785381162296,8.5883637053074e-07
"HIV-AIDS.32","Australia",2019,"HIV-AIDS",40,NA,0,1.57692983194462e-06,-0.983330783972322,8.5883637053074e-07
